0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.464,0.5,0.5,0.5,0.5,0.50588,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.495,0.4985,0.4975,0.5035,0.046,0.044,1.036,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46089,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.464,0.50588,0.5,0.5,0.5,0.50588,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.4955,0.4985,0.4975,0.5035,0.04,0.05,1.027
0.46044,0.53111,0.452,0.48622,0.45378,0.46667,0.46578,0.464,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.496,0.4985,0.4975,0.5035,0.042,0.043,1.031,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.50588,0.5,0.5,0.50588,0.496,0.4915,0.4975,0.4975,0.496,0.4985,0.4975,0.5035,0.046,0.034,1.03
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.464,0.5,0.5,0.5,0.5,0.50588,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.4965,0.4985,0.4975,0.5035,0.042,0.041,1.035,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.4955,0.4985,0.4975,0.5035,0.04,0.045,1.037
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.50588,0.5,0.5,0.5,0.495,0.4915,0.4975,0.4975,0.496,0.4985,0.4975,0.5035,0.044,0.038,1.032,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.464,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.495,0.4915,0.4975,0.4975,0.496,0.4985,0.4975,0.505,0.045,0.038,1.027
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.49412,0.494,0.4915,0.4975,0.4975,0.496,0.4985,0.4975,0.5035,0.042,0.032,1.031,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.464,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.496,0.4985,0.4975,0.5035,0.048,0.029,1.029
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.464,0.5,0.5,0.5,0.5,0.50588,0.5,0.5,0.50588,0.495,0.491,0.4975,0.4975,0.4965,0.4985,0.4975,0.5055,0.044,0.043,1.031,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.464,0.50588,0.5,0.5,0.5,0.50588,0.5,0.5,0.50588,0.495,0.4915,0.4975,0.4975,0.496,0.4985,0.4975,0.5035,0.043,0.044,1.024
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.50588,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.496,0.4985,0.4975,0.5035,0.037,0.044,1.021,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49412,0.4955,0.4915,0.4975,0.4975,0.496,0.4985,0.4975,0.506,0.048,0.043,1.041
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.464,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.50588,0.4945,0.4915,0.4975,0.4975,0.496,0.4985,0.4975,0.5035,0.044,0.06,1.033,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4945,0.4915,0.4975,0.4975,0.496,0.4985,0.4975,0.506,0.049,0.046,1.033
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.464,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.4965,0.4985,0.4975,0.5035,0.045,0.043,1.029,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.50588,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.496,0.4985,0.4975,0.5035,0.046,0.036,1.031
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.50588,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.4955,0.4985,0.4975,0.5055,0.044,0.038,1.031,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.50588,0.5,0.5,0.5,0.4955,0.491,0.4975,0.4975,0.496,0.4985,0.4975,0.5055,0.043,0.037,1.032
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.50588,0.5,0.5,0.49412,0.4955,0.4915,0.4975,0.4975,0.4965,0.4985,0.4975,0.505,0.05,0.038,1.034,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.50588,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.496,0.4985,0.4975,0.504,0.046,0.042,1.028
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.464,0.50588,0.5,0.5,0.5,0.50588,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.496,0.4985,0.4975,0.5035,0.042,0.035,1.035,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45378,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.50588,0.5,0.5,0.49412,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5055,0.044,0.037,1.027
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.50588,0.5,0.5,0.5,0.4955,0.491,0.4975,0.4975,0.4965,0.498,0.4975,0.506,0.041,0.038,1.036,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.50588,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5035,0.043,0.043,1.035
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.464,0.50588,0.5,0.5,0.5,0.50588,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5035,0.052,0.041,1.031,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.50588,0.5,0.5,0.51176,0.4955,0.4915,0.4975,0.4975,0.496,0.498,0.4975,0.5035,0.041,0.039,1.032
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.50588,0.5,0.5,0.49412,0.4945,0.4915,0.4975,0.4975,0.496,0.498,0.4975,0.5045,0.041,0.035,1.03,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.50588,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.496,0.498,0.4975,0.5055,0.042,0.035,1.029
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.464,0.50588,0.50588,0.5,0.5,0.50588,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.504,0.042,0.037,1.034,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5035,0.046,0.038,1.033
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.464,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.506,0.047,0.042,1.03,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.50588,0.5,0.5,0.5,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.505,0.049,0.049,1.037
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.50588,0.5,0.5,0.5,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5035,0.039,0.055,1.033,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.506,0.045,0.032,1.035
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.504,0.038,0.047,1.037,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5055,0.044,0.038,1.032
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5055,0.044,0.034,1.024,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.496,0.498,0.4975,0.5055,0.045,0.054,1.036
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5055,0.045,0.038,1.031,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.51176,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4935,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.504,0.044,0.042,1.034
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.496,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5055,0.049,0.04,1.035,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5055,0.043,0.039,1.031
0.46,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.48824,0.5,0.5,0.5,0.50588,0.5,0.5,0.5,0.4995,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5035,0.044,0.039,1.036,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46711,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.50588,0.4945,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5055,0.043,0.037,1.031
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.504,0.042,0.042,1.039,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5055,0.049,0.038,1.036
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.464,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.50588,0.4945,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.504,0.042,0.03,1.029,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.51176,0.4955,0.491,0.4975,0.4975,0.4965,0.498,0.4975,0.5035,0.044,0.042,1.033
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5055,0.045,0.039,1.033,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46089,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.504,0.041,0.042,1.03
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5035,0.046,0.042,1.036,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4935,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5045,0.047,0.035,1.031
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.496,0.498,0.4975,0.504,0.033,0.051,1.057,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5045,0.043,0.041,1.039
0.46,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.49412,0.5,0.5,0.5,0.5,0.5,0.5,0.51176,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5035,0.041,0.039,1.032,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5035,0.042,0.045,1.033
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.506,0.046,0.042,1.036,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.496,0.498,0.4975,0.5045,0.045,0.038,1.03
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.506,0.046,0.041,1.038,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.50588,0.4945,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5055,0.045,0.036,1.028
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.496,0.498,0.4975,0.5055,0.045,0.044,1.036,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.495,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5055,0.046,0.037,1.034
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.506,0.045,0.039,1.033,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4945,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5055,0.047,0.037,1.033
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5035,0.043,0.041,1.033,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4945,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5055,0.04,0.039,1.039
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.50588,0.5,0.5,0.5,0.5,0.5,0.51176,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5055,0.043,0.042,1.028,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5035,0.047,0.037,1.029
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.464,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.506,0.041,0.032,1.041,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.50588,0.495,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5035,0.043,0.04,1.033
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.50588,0.5,0.5,0.5,0.5,0.5,0.50588,0.4935,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5055,0.044,0.038,1.036,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.464,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5055,0.044,0.042,1.025
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.50588,0.494,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5055,0.043,0.042,1.025,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5045,0.044,0.04,1.038
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.51176,0.5,0.5,0.5,0.5,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.496,0.498,0.4975,0.505,0.042,0.042,1.031,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.496,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5055,0.047,0.041,1.032
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.505,0.042,0.036,1.028,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.464,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.504,0.042,0.039,1.035
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.50588,0.4955,0.491,0.4975,0.4975,0.4965,0.498,0.4975,0.5045,0.048,0.039,1.033,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.505,0.05,0.041,1.033
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5055,0.041,0.037,1.028,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.464,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4945,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5055,0.047,0.041,1.033
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.496,0.498,0.4975,0.5035,0.045,0.034,1.025,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5055,0.045,0.037,1.032
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.50588,0.5,0.5,0.5,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5045,0.041,0.029,1.045,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.505,0.049,0.032,1.03
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.496,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.505,0.047,0.032,1.031,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46089,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.505,0.045,0.043,1.032
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.51176,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5055,0.048,0.041,1.025,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.494,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.505,0.041,0.044,1.034
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.496,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5055,0.044,0.036,1.035,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.50588,0.5,0.5,0.5,0.5,0.5,0.51176,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5055,0.043,0.048,1.024
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.464,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.50588,0.4955,0.491,0.4975,0.4975,0.4965,0.498,0.4975,0.505,0.045,0.042,1.032,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49412,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5055,0.038,0.037,1.034
0.46044,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.50588,0.5,0.5,0.5,0.5,0.5,0.5,0.50588,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5045,0.044,0.04,1.034,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46,0.53111,0.452,0.48622,0.45333,0.46667,0.46578,0.46356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4955,0.4915,0.4975,0.4975,0.4965,0.498,0.4975,0.5055,0.047,0.037,1.032
0.54756,0.47244,0.49111,0.46711,0.46622,0.448,0.44622,0.47333,0.5,0.51176,0.5,0.5,0.5,0.5,0.5,0.50588,0.488,0.4955,0.5015,0.498,0.5,0.4995,0.5015,0.5,0.017,-0.035,1.032,0.62941,0.75882,0.46471,0.35882,0.5,0.5,0.5,0.5,0.57644,0.54622,0.47867,0.42133,0.46667,0.448,0.44667,0.47378,0.62941,0.78824,0.45882,0.36471,0.50588,0.5,0.5,0.49412,0.506,0.5115,0.4995,0.492,0.4965,0.4995,0.498,0.4955,0.006,-0.023,1.045
